sentence,year,,,,,
بعض البنات تقول “أخيرًا بنعيش” كأن السيارة هي الحرية المطلقة!,2017,,,,,
الشباب اللي يعارضون السواقة نسوا إن بعضهم ما يعرفون يوقفون صح.,2017,,,,,
"أنا مع السواقة، بس ضد إن الناس تحوّلها لحرب بين مؤيد ومعارض!",2017,,,,,
تويتر اليوم نار… تحس كل واحد عنده فتوى من جيبه!,2017,,,,,
"في المدرسة اليوم، كل الطلاب يتكلمون عن القرار… حتى المدرس قال: “خلونا نخلص الحصة بعدين تناقشوا”",2017,,,,,
"الجيل الجديد يبغى يغير كل شيء بسرعة، طيب شوي شوي!",2017,,,,,
اللي يقول “السواقة فتنة” هو نفسه اللي يتابع كل بنت تسوق أول يوم!,2017,,,,,
"احنا كرجال مو ضد الحقوق، بس ضد اللي يغير شكل بناتنا.",2017,,,,,
"الأم اللي تفرح بقرار السواقة، هل جربت توقف ساعة تنتظر بنتها ترجع؟",2017,,,,,
البنات الحين يتدربون على القيادة من الأفلام الهندية… مشوار فيه دراما!,2017,,,,,
"البنات بيقودون، بس مين بيعلم الشباب أخلاق الطريق؟",2017,,,,,
البنات صاروا يسألون عن “الكفر والرديتر” أكثر من “الروج والفاونديشن”!,2017,,,,,
"البنت اللي ما كانت ترد على أهلها، صارت فجأة تقول: ""تبون شي وأنا طالعة؟""",2017,,,,,
"البنت إذا ساقت، من بيرقص في التيك توك وهي توصل أخوها؟",2017,,,,,
البنت كانت تسوق البيت… الحين صارت تسوق الشارع.,2017,,,,,
"البنت لو ساقت، من يحميها في طرقنا اللي ما فيها إنارة؟",2017,,,,,
"البنية إذا احترمت نفسها، ما يعيبها تسوق.",2017,,,,,
البيت اللي كان فيه نقاشات عن الطبخ صار فيه جدل عن السيارات الكهربائية!,2017,,,,,
"التغيير يُدار من أعلى، لكن يُنجَز من داخل المجتمع.",2017,,,,,
الجامعة مكان علم… مو مكان استعراض سيارات جديدة.,2017,,,,,
"الحلم صار واقع… بنسوق، ونثبت إننا قدها!",2017,,,,,
الحين بنتي تسوق وأنا أطلب منها توصلني… تغير الزمن.,2017,,,,,
"السواقة أصبحت ""ترند""، بس بعضنا ننسى إن وراها حياة ناس.",2017,,,,,
"السواقة قرار سياسي، بس إحنا نعيش بعاداتنا.",2017,,,,,
"السواقة قرار، بس أنا اخترت أكون في المقعد الجانبي، بكامل وعيي.",2017,,,,,
"السواقة ما تغيّر الدين، تغيّر حياة كثير من البنات.",2017,,,,,
"السواقة مو بس مفتاح، هي خوف وقلق ومسؤولية.",2017,,,,,
السواقة نعمة… بس من بيدفع القسط؟ 😬,2017,,,,,
السيارة تبعد البنت عن أهلها قبل ما تقربها للناس.,2017,,,,,
الصبر على العادات خير من التساهل في القيم,2017,,,,,
"الطالبات يناقشن السواقة كمشروع طبيعي، والجيل الجديد فاهم تمامًا.",2017,,,,,
"العلماء أفاضوا، والسياقة مو ضرورة دينية.",2017,,,,,
القرار تاريخي… بس في أي اتجاه التاريخ ما ندري!,2017,,,,,
"القرار جاء، وأول سؤال في العائلة: ""من بتسوق أول؟""",2017,,,,,
"القرار حمس الطلاب أكثر من الطالبات… بس للأسف مو بنية الدعم، بنية المراقبة.",2017,,,,,
"القرار رسمي، بس مو كلنا مستعدين له.",2017,,,,,
"القرار صدر، وجارنا كتب على سيارته: ""ما تسوقها إلا أم العيال.""",2017,,,,,
"القرار قرب، والفرج للنساء على الأبواب… القيادة استحقاق مش ترف!",2017,,,,,
"القرار لا يُلزمنا كأفراد، وما زلنا نرى فيه فتنة محتملة.",2017,,,,,
"القرار نزل، الحين نحتاج دورة في ""آداب الشارع المختلط"".",2017,,,,,
"القرار نزل، بس التطبيق بيدنا كعائلات.",2017,,,,,
"القرار نزل، والبنت المتربية بتسوق بأدب.",2017,,,,,
"القرار هذا مو لكل النساء… إحنا مختلفات، وبعضنا يخاف.",2017,,,,,
"القرار يقول ""حرية""، وأنا أشوفه مسؤولية كبيرة على بناتنا.",2017,,,,,
"القيادة حلوة، بس ياليت يعلمون البنات كيف يمشون بدون قهوة أولاً.",2017,,,,,
القيادة فتحت باب اجتهاد… وعلينا أن نحتكم للثوابت.,2017,,,,,
"القيادة ليست ترفًا، بل استحقاق لكرامة التنقل الحر.",2017,,,,,
"القيادة ما تناسب طبيعة المرأة، القرار مو كل شي.",2017,,,,,
"الكلية صارت كلها نقاشات عن ""مين أول وحدة بتسوق"" وكأننا في مسابقة.",2017,,,,,
اللي يرفض بهدوء يوصفونه بالجهل… واللي يرحب يصفقون له.,2017,,,,,
"اللي يقول التغيير دائمًا خير، ما جرّب يفقد شيء عزيز بالتدريج.",2017,,,,,
"المجتمع يضغط على الكل يكون ""متحمس""، حتى اللي متردد.",2017,,,,,
"المرأة التي تُدرّس في الجامعة، تُجري أبحاثًا… قادرة على القيادة.",2017,,,,,
"المرأة مصونة، وإخراجها للطريق يعرضها لما لا يُرضي الله.",2017,,,,,
الملك قال كلمته… بس حنا كأهالي مو مجبورين نرضى.,2017,,,,,
"الناس هنا يتكلمون كثير، البنت بتتعب من الكلام لو ساقت.",2017,,,,,
النقاش عن القيادة صار مثل العزايم… كل أسبوع نفس السالفة.,2017,,,,,
"النقاشات صارت توتر، مو تبادل آراء… وكلنا خسرنا الهدوء.",2017,,,,,
"الولد اللي ما يعرف يفرق بين الدبرياج والهاند، صار يعطي أخته دروس قيادة!",2017,,,,,
"اليوم تسوق، وبكرة توصّل أمها للمستشفى… وش المشكلة؟",2017,,,,,
"إذا هي تروح الجامعة، تقدر تسوق لها وتفتك من غربة السواق.",2017,,,,,
"إلى كل من قال ""ما تقدري"": شوفوني وأنا أقود بثقة!",2017,,,,,
"أبو فلان قال: ""ما عندي مانع تسوق… بس بعد ما يتجمد جهنم.""",2017,,,,,
أبوي حلف ما يركب مع وحدة تسوق… وبكرا بنص الطريق نلقاه نايم جنبها,2017,,,,,
"أبوي ساكت… بس يوم طلع الخبر، سلّم مفاتيحه لبنتي بدون كلام.",2017,,,,,
"أبوي مو ضد القرار، بس يقول: ""إذا سقتي، خذي معي دورة صيانة أول!""",2017,,,,,
أتخيل الزحمة عند البوابة إذا كل طالبة صارت تجي بسيارتها!,2017,,,,,
أتخيل بنت تسوق وأخوها يصورها وهو يقول: “يا ساتر”!,2017,,,,,
أتذكر أمي كانت تقول: “الحشمة أغلى من كل شيء”… ما عاد أسمعها كثير.,2017,,,,,
أتوقع قريب نشوف “حريم يفحطون بالمولات”!,2017,,,,,
"أتوقع كل محطات البنزين راح يصير فيها ""ركن الميكب""!",2017,,,,,
أحيانا نحس القرار فرض أكثر من كونه خيار.,2017,,,,,
"أخاف البنت تتعرض لمضايقات، وتخاف تقول لأمها.",2017,,,,,
"أخاف أطلع أسوق، وينكسر فيني شيء ما يتصلح.",2017,,,,,
"أختي الصغيرة تبكي من الفرح، تستاهل تعيش الحياة كاملة.",2017,,,,,
"أختي الصغيرة قالت: ""بابا، إذا بتشتري لي سيارة، أبيها وردية""!",2017,,,,,
"أختي تحاول تقنع أبوي يسوقها، وهو يحاول يقنعها تنسى الموضوع!",2017,,,,,
"أختي فرحانة تقول: ""بفتح خط الرياض لحالي!"" وهي ما تعرف توصل آخر الشارع.",2017,,,,,
"أخوي رفض، بس أنا علمت بنتي تسوق في المزرعة.",2017,,,,,
أخوي مو راضي أصلاً يسوق… بس زعلان إن أخته بتسوق!,2017,,,,,
"أخوي يقول: ""أنا أعلمها تسوق""… يا ولد علم نفسك تمسك الإشارة أول.",2017,,,,,
أخيرًا! الحين نحتاج حملة #علم_أبوك_يفصفط 🤣,2017,,,,,
"أخيراً بخلص دوامي وارجع بنفسي، لا انتظار ولا إحراج.",2017,,,,,
أشتاق لأيام كانت فيها البنت تروح السوق مع أبوها وتخجل تشوف الشارع.,2017,,,,,
"أكثر عبارة تتكرر الحين: ""من جدّك بتخلّيها تسوق؟""",2017,,,,,
"أمس جدتي قالت: ""سواقة البنت فتنة للمرور والشوارع!""",2017,,,,,
"أمي تقول: ""أخيرًا بتسوقين! تعبت وأنا أنادي أخوك!""",2017,,,,,
أمي تقول: أبغى سيارة وردية تمشي على الزحمة 😂,2017,,,,,
"أمي سألتني: ""تتوقعون الدرايش الخلفية فيها مكيف؟"" قبل لا تشتري السيارة.",2017,,,,,
"أمي صارت تدعي: ""اللهم احفظ بناتي من زحمة السواقة ومن عيون الناس"".",2017,,,,,
أنا أم لبنات… قلبي يوجعني أتخيلهم يسوقون لحالهم!,2017,,,,,
"أنا ربة منزل، وما أشوف إن السيارة بتزيدني كرامة أكثر من زوجي اللي يوصلني.",2017,,,,,
أنا كأب ما راح أرتاح إذا بنتي صارت تسوق لحالها.,2017,,,,,
"أنا ما ضد القيادة، بس ضد القيادة ووراها خمس سنابات في الدقيقة!",2017,,,,,
"أنا مع التمكين، بس مو إذا كان الثمن هو راحة قلبي",2017,,,,,
"أنا من ناس أهل القرية، وبنتي أحسن مني في القيادة.",2017,,,,,
أنا مؤيد القيادة… إذا صار فيه “زر بلوك للمضايقات”.,2017,,,,,
"أول ما سمعت القرار، فتحت باب المجلس وقلت: ""مين عنده سيارة للبيع؟""",2017,,,,,
أول مره أشوف واحد يشتري ورد ويعلقه في المراية… طلعت سيارة أخته!,2017,,,,,
"بعد القرار، أغلب البنات صاروا يعرفون نوع سيارتك من صوتها.",2017,,,,,
"بعد قرار السواقة، صار كل اجتماع عائلي فيه نقاش: مين بيشتري سيارة أول؟",2017,,,,,
بعض البنات يتكلمون عن القرار كأنه انتصار شخصي… بس كثير ما هم مستعدين.,2017,,,,,
بعض الزوجات انبسطوا… وبعضنا حسينا الدنيا تكسر أماننا قطعة قطعة.,2017,,,,,
"بعضنا ساكت مو لأنه موافق، بس لأنه تعب من التبرير.",2017,,,,,
بكرا نشوف مقاطع “تفحيط نسائي”… ومستشفى للمصدومين!,2017,,,,,
"بناتنا أمانة، ما أعرّضها لخطر الشارع والزحمة.",2017,,,,,
"بناتنا ما هم ناقصين توتر، لا تخلوهم هدف في الشوارع.",2017,,,,,
"بناتنا مو تجارب، لا تخلونهم حقل تجربة للقرارات.",2017,,,,,
"بنتي أمانة، ما أتركها تروح وتجي لحالها ولو اجتمع الناس كلهم.",2017,,,,,
بنتي تبي تسوق… قلت لها خذي دورة أولًا في “ضبط النفس”.,2017,,,,,
"تخيل بنت تسوق وتسمع أغنية ""أنا المخدة والوسادة واللحاف""!",2017,,,,,
"جارنا محافظ جدًا، طلع اليوم يغيّر زيت سيارة بنته بصمت.",2017,,,,,
"جدتي تقول: ""إذا بتسوق البنت، لازم تسوق الحياء معها بعد.""",2017,,,,,
"جدتي تقول: ""فيه قرار؟ طيب أنا أول وحدة بسوق!""",2017,,,,,
"حتى لو القانون تغيّر، عندنا مبادئ أعمق من الأوراق الرسمية.",2017,,,,,
"حتى لو سمحت الدولة، العادات ما تتغير بقرار.",2017,,,,,
حريم الحارة مو مهتمين بالقيادة… مهتمين بالسنابات وهم ماسكين الدراكسون.,2017,,,,,
حنا تربينا على إن البنت ما تطلع إلا مع أحد.,2017,,,,,
خايفة أقول رأيي ضد القرار ويقولون عني رجعية.,2017,,,,,
"دام القرار صدر، خلاص لا أحد يعيد ""لن تقودي"" مرة ثانية!",2017,,,,,
"دامها مسؤولة عن بيتها، تسوق السيارة مو كثير.",2017,,,,,
دخلت محل تأجير سيارات… قالي الموظف: “هلا فيك ولا في أختك؟”,2017,,,,,
"زماننا غير، والبنت كانت تطلع مع أبوها بس… كانت هيبة.",2017,,,,,
زوجتي تبي تسوق… وأنا للحين ما أقنعوني إني أركب معها!,2017,,,,,
"زوجي يقول لي أقدر أسوق، بس ما راح ينام وهو مرتاح.",2017,,,,,
سقت ولا ما سقت… راح أبقى أوصلها بنفسي لين آخر يوم.,2017,,,,,
سمحوا لها تسوق؟ طيب سمحوا لنا نقول لا؟,2017,,,,,
سمحوا لها تسوق… باقي يعطونها مفتاح البلد كله!,2017,,,,,
"شكراً لملكنا الشجاع، اليوم غيرنا التاريخ.",2017,,,,,
صرت أخاف أتكلم… الكل صار يراقب رأيك ويحاسبك عليه.,2017,,,,,
صرنا نشتري سيارات للبنات أكثر من كتب للمدارس!,2017,,,,,
"صوت المعارض اختفى، مو لأنه غلط، بس لأنه مرفوض.",2017,,,,,
"طفح الكيل… نبغى قرار حقيقي، مو وعود موسمية.",2017,,,,,
عسى القرار ما يسبب خلاف بين الجيران والأقارب.,2017,,,,,
"علمت بنتي كيف تعيش بكرامة، مو كيف تتحدى الزحمة.",2017,,,,,
فرحانين بالقيادة؟ انتظروا أول مخالفة مرورية بـ 500 ريال 😅,2017,,,,,
فرحتي ما تنوصف… القرار تاريخي بكل معنى الكلمة.,2017,,,,,
في التيك توك: “كيف تعلم أختك تسوق في 3 أيام وتفقد أعصابك”!,2017,,,,,
"في بنت صورت أول يوم لها تسوق، وانتهى السناب بحادث خفيف… الكومنتات نار.",2017,,,,,
"في بيتنا النقاش صار رسمي… ""من تسوق أول؟ ماما أو أختي؟""",2017,,,,,
"في جامعتنا، البنات متحمسين للسواقة أكثر من المحاضرات!",2017,,,,,
"في حارتنا، صار في طابور طويل عند محل تعليم القيادة… بس للبنات.",2017,,,,,
"في دول كثيرة، قيادة المرأة أسهمت في الاقتصاد، ونحن نستحق الفرصة ذاتها.",2017,,,,,
"في ديرتنا، السواقة شي غريب… حتى لو النظام يسمح.",2017,,,,,
"في مجتمعنا، لازم تقول ""نعم"" حتى لو كنت ""لا"" من الداخل.",2017,,,,,
في ناس فرحوا… وفي ناس اشتروا كراسي أمام بيوتهم بس عشان يراقبون.,2017,,,,,
قالوا تطوير؟ السواقة مو أولويتنا يا ناس.,2017,,,,,
"قالوا تمكين، وأنا شفت تزاحم عند إشارات المرور وابتسامة توتر.",2017,,,,,
قرار السواقة صار سبب لكلام ما ينتهي… من القهوة للواتساب للفطور.,2017,,,,,
"قرار القيادة صدر، وأبو البنات قام يشيك على الفرامل بنفسه.",2017,,,,,
قرار القيادة يؤكد أن التغيير يمكن أن يكون هادئًا وعقلانيًا.,2017,,,,,
"قيادتنا الرشيدة أوصلتنا لهذه المرحلة، فلنثبت جدارتنا بها.",2017,,,,,
كان فيه طمأنينة لما كانت البنات بعيد عن الشوارع.,2017,,,,,
"كأستاذة جامعية، أشهد أن طالباتي أكثر التزامًا من كثير من السائقين.",2017,,,,,
كبرت بناتي في بيئة محافظة… السواقة قرار صعب علينا.,2017,,,,,
"كطبيبة، تأخرت كثيرًا عن المناوبات بسبب السائق… اليوم أتنفس حرية.",2017,,,,,
كل الشباب يضحكون على السواقة… بس فيهم رعب حقيقي من التغيير.,2017,,,,,
"كل اللي قالوا ""لن تقودي"" يبيعون تأمين سيارات بناتهم اليوم!",2017,,,,,
"كل شي يتغير، وحنا بعد لازم نواكب",2017,,,,,
"كل طالب صار يناقش البنات إذا بيقودون، طيب متى نراجع محاضراتنا؟",2017,,,,,
"كل ما تغير المجتمع، نرجع نفتقد البساطة اللي كنا نعيشها",2017,,,,,
"كل ما يزيد الانفتاح، يقل الإحساس بالطمأنينة.",2017,,,,,
"كنا نرتاح لما نعرف البنات ما يسوقون، على الأقل نعرف إنهم بأمان.",2017,,,,,
كنا نعرف حدودنا… الحين صرنا نتوه في تعريفات جديدة كل يوم.,2017,,,,,
"كنا نعلم بناتنا كيف يحفظن أنفسهن، مو كيف يفتحون الباب ويطلعون.",2017,,,,,
"كنا نقول لا تسوق، والحين نشوف إنها تساعد أهلها.",2017,,,,,
كنت أحلم باللحظة اللي أقول فيها: طلعت بسيارتي من البيت.,2017,,,,,
كنت أحلم بسيارة… بس مو على حساب راحتي النفسية.,2017,,,,,
"كنت أوصل بنتي المدرسة كل يوم، واليوم تسألني: أقدر أسوق؟!",2017,,,,,
لا تقولوا جدتي قديمة… تقول الحكمة عمرها أطول من القانون.,2017,,,,,
"لا تنمية بدون تمكين، ولا تمكين بدون استقلال.",2017,,,,,
"لما صارت السواقة مسموحة، التيك توك صار ساحة استعراض لأفشل المواقف.",2017,,,,,
"لو أمك كانت تسوق، كان ما كنا شفناك اليوم محافظ!",2017,,,,,
"لو ساقت أختي، أول شي بتسويه: تضبط الأغاني قبل الحزام.",2017,,,,,
"ليس كل ما أُقرّ سياسيًا، نتبعه شرعيًا.",2017,,,,,
"ما أقدر أتخيل بنتي في الزحمة، بين مناظر وسواقين متهورين.",2017,,,,,
ما تقدر تعارض بصوت عالي… بتنبذ على طول.,2017,,,,,
"ما راح أجبر بناتي على الرفض، بس راح أعلمهم ليه الحذر أولى من المغامرة",2017,,,,,
"ما راح أخلي بنتي تسوق، ولو صار كل البلد يسوق.",2017,,,,,
"ما راح ننسى هذا اليوم، هو بداية جديدة لنا كلنا.",2017,,,,,
ما نبي القرار يفقد هيبة البيئة التعليمية,2017,,,,,
ما نعرف شي اسمه بنت تسوق في قريتنا… القرار غريب علينا.,2017,,,,,
ما نلحق التغييرات… لكن نخاف على الحياء اللي يضيع.,2017,,,,,
مبروك للبنات… وزحمة الرياض صارت زحمة وردية.,2017,,,,,
مخاوفنا شرعية وليست اجتماعية فقط.,2017,,,,,
من قال إن المرأة ناقصة إن لم تسق؟ الكمال ليس في السيارة.,2017,,,,,
"مو ضد الزمن، بس مع كل قرار نحس فيه شي يضيع.",2017,,,,,
مو كل زوجة تتمنى تسوق… بعضنا يتمنى نعيش بدون قلق.,2017,,,,,
مو كل شي مسموح لازم نوافق عليه في بيوتنا.,2017,,,,,
"أختي تقول: “إذا سقت، بروح السوق كل يوم”... ما درت إن الزحمة تبغى صبر نبي.",2017,,,,,
"الوالدة أول ما سمعت القرار، علقت: “يلا عاد، حتى الشارع صار فيه عروس”!",2017,,,,,
الحين لازم كل بيت يشتري مراية إضافية… للغضب اللي بيصير أثناء تعليم البنات السواقة!,2017,,,,,
ولد الجيران قال: “ما بخلي أختي تسوق”… وهي عندها خطة محكمة للهرب!,2017,,,,,
أمي تحلف إن السيارة ما تصلح إلا للرجال… وهي أول من طلبت موديل 2020!,2017,,,,,
"خواتي يحسبون القيادة تجربة تصوير، مو مسؤولية!",2017,,,,,
"القرار نزل، وأختي سألت: “وين أحط الحقيبة إذا السيارة ما فيها شنطة تناسبني؟”",2017,,,,,
السوق مستعد؟ البنات جايين وبقوة… ومعهم لستة طويلة من الأماكن!,2017,,,,,
أبوي سوا اجتماع عائلي بس عشان يقول: “ما أحد منكم يسوق إلا إذا قال قلبي آآه”,2017,,,,,
"بعد القرار، كل واحد صار ينصح على كيفه… حتى اللي عمره ما ركب تاكسي!",2017,,,,,
البعض قالوا بتصير مشاكل… ونسوا إن المشاكل كانت بدون حقوق.,2017,,,,,
البنات صاروا يتعلمون القيادة من فيديوهات لعب Grand Theft Auto!,2017,,,,,
"البنات يطالبون بالسواقة، بكره يطالبون يسوقون الطيارات؟",2017,,,,,
البنات يطالبون بالسواقة… والعيال للحين ما يعرفون يعتمدون على أنفسهم!,2017,,,,,
التغيير دايم يخوف في البداية… بس بعدين يصير واقع نفتخر فيه.,2017,,,,,
التغيير ما يخوف… اللي يخوف هو الجهل بحقوق الناس.,2017,,,,,
الحلاق قال لي: “وش رايك تبيع سيارتك لأختك؟”... حنا لسا ما استوعبنا!,2017,,,,,
الحين صار وقت ننتقل من الكلام عن القيادة إلى الكلام عن العمل والتعليم والمناصب,2017,,,,,
الحين كل بنت عندها مفتاح… بس الأهم إنها تمسك زمام حياتها بعد.,2017,,,,,
الخطبة في الجامع كانت عن “الفتن القادمة”... والناس فهموا المقصود بدون توضيح.,2017,,,,,
"الزمن تغير… والأدوار لازم تتغير معه، بوعي ومسؤولية.",2017,,,,,
"السواق اللي خاف على شغله، صار يسوق تحت إشراف بنت.",2017,,,,,
"السيارة حلم، بس القيادة كانت إثبات للهوية.",2017,,,,,
"السيارة صارت وسيلة حرية، مو مجرد وسيلة مواصلات.",2017,,,,,
"السيارة ما غيرت المرأة، بس أعطتها مجال تعبر عن نفسها.",2017,,,,,
السيارة وسيلة… بس الاستقلال هدف.,2017,,,,,
الشارع صار يشبه الوطن أكثر لما صار للجميع.,2017,,,,,
"الطريق صار يشبه الحياة: فيه مطبات، بس فيه تقدم.",2017,,,,,
القرار ما كسر العادات… كسر الجمود.,2017,,,,,
"القرار مو بس عن سواقة، عن احترام عقل المرأة وقدرتها.",2017,,,,,
"القيادة بداية التمكين، والتمكين بداية الوطن اللي نبيه.",2017,,,,,
القيادة علمت البنات يعتمدون على أنفسهم… وهذا مكسب للجميع.,2017,,,,,
القيادة علمتني إن الحرية تبدأ من الإيمان بقدرتي.,2017,,,,,
"القيادة فتحت باب كبير للنقاش في البيت، وخلتنا نفهم بعض أكثر.",2017,,,,,
"القيادة ما علمتني الطريق بس، علمتني كيف أتحمل مسؤوليتي.",2017,,,,,
"اللي تبي تسقط الولاية، تحترم البلد قبل لا تطالب بتغيير قوانينه!",2017,,,,,
اللي تطالب بقيادة المرأة وتنسى باقي الحقوق… مثل اللي تلبس حذاء وتنسى اللبس!,2017,,,,,
"اللي رافضة تسوق حرة، بس لا تعممين خوفك على كل البنات.",2017,,,,,
"اللي ضد القيادة، فكر إذا بنتك احتاجت تروح المستشفى لحالها وش تسوي؟",2017,,,,,
"اللي فرحوا أكثر من البنات؟ أمهاتهم، لأنهم شافوا الحلم صار حقيقة.",2017,,,,,
"اللي يرفض قيادة البنات بحجة الدين، نسي إن الدين ما حرمها تمسك زمام الأمور.",2017,,,,,
"اللي يضحك على قيادة البنات، نسي إنهم كانوا يسوقون الحياة قبل السيارة.",2017,,,,,
"اللي يعارض القيادة الحين، هو نفسه كان يعارض الجوال للبنات قبل 10 سنين.",2017,,,,,
"اللي يعارض القيادة اليوم، بيشتري لبنته سيارة بكرا.",2017,,,,,
"اللي يقول القرار خطأ، نذكّره إن الخوف مو سبب كافي لمنع الحقوق.",2017,,,,,
اللي يقولون المرأة ما تقدر… واضح ما شافوها وهي تناور في الزحمة!,2017,,,,,
"المرأة قادت السيارة، والآن تقود المستقبل.",2017,,,,,
"المرأة لما تقود السيارة، تكسر أكثر من حاجز.",2017,,,,,
"المرأة لما تقود، ما تاخذ مكان أحد… تاخذ مكانها الطبيعي.",2017,,,,,
الوالدة أول ما سمعت القرار قالت: (بغير عبايتي لعباية تسوق).,2017,,,,,
"اليوم أختي خذت الرخصة… بكيت من الفرح، من كثر ما انتظرنا اللحظة.",2017,,,,,
أبسط حق أخذته المرأة اليوم… بس الإحساس فيه كبير.,2017,,,,,
"أبوي أول من عارض القرار، واليوم بنفسه علم أختي كيف تغير الكفر.",2017,,,,,
"أبوي تغير كثير من بعد القرار، صار يشجعنا نكون مستقلات.",2017,,,,,
أبوي علّق مفتاح السيارة وقال: (الحين دوركم تثبتون لنا إنكم قدها).,2017,,,,,
"أبوي كان معارض، بس لما شاف أختي تسوق بأدب قال: (فخور فيك).",2017,,,,,
أحسن شيء في القرار إنه فتح باب حوار بين الآباء وبناتهم.,2017,,,,,
"أختي أول ما سمعت القرار، سألت: “يعني نقدر نركب من قدام؟”",2017,,,,,
"أختي تقول بتسوق، بس للحين ما تعرف تفرق بين البنزين والديزل.",2017,,,,,
أخوي الصغير قال: (أختي أقوى مني)… بعد ما شافها تقود بثقة.,2017,,,,,
أشوف أخواتي يسوقون وأتذكر كم سنة راحت علينا في الانتظار.,2017,,,,,
أشوف طفلة تطالع أمها تسوق وأقول: مستقبلها غير عن جيلنا.,2017,,,,,
أكبر إنجاز هالسنة؟ إن أختي قدرت تروح دوامها بدون ما تنتظر أحد.,2017,,,,,
"أمس كانوا يعارضون الجوال، واليوم يرسلون تهاني لبناتهم بالرخصة!",2017,,,,,
أمي اليوم قالت: (أحسني إنسانة كاملة)… بعد ما طلعت أول مشوار لحالها.,2017,,,,,
"أهم شيء إن القيادة صارت بيد المرأة، مش بس بالسيارة بل بحياتها.",2017,,,,,
"أول مرة أشوف أختي تقود السيارة، حسيت إنها صارت أقوى.",2017,,,,,
أول مشوار لأمي بالسيارة كان للمسجد… أول شيء سوت خير.,2017,,,,,
أول مشوار لبنتي بالسيارة بيكون… من باب البيت لباب البيت.,2017,,,,,
"بعد القرار، صارت البنات يتدربن على القيادة أكثر من العيال!",2017,,,,,
"بعض البنات يحلمون بالحرية، وبعض الأولياء للحين حارمينهم من أبسط حقوقهم.",2017,,,,,
"بعض الرجال خافوا من القيادة لأنهم فقدوا السيطرة، مو خوف على المرأة نفسها.",2017,,,,,
"بعض القصص اللي نسمعها من أول رحلة للبنات، تستحق تُكتب كفخر واعتزاز.",2017,,,,,
بعض اللي يعارضون قيادة المرأة هم نفسهم اللي يخلونها تنتظر السائق ساعات.,2017,,,,,
بعض الناس للحين يقولون: ما نثق في قيادة النساء… والثقة تنبني بالتجربة.,2017,,,,,
"بعضهم للحين يتكلم وكأن المرأة بتطير بالسيارة، مو تسوقها!",2017,,,,,
بعضهم للحين يضحك على فكرة المرأة تقود… وهم اللي ورا الزحمة.,2017,,,,,
"بعضهم يعارض قيادة المرأة، وهو أساسًا يخلي بناته يركبون مع السواق بدون غطاء!",2017,,,,,
"بناتي يسوقون؟ أكيد، بس بعد ما يتعلمون كيف يتصرفون وقت الزحمة.",2017,,,,,
بناتي يسوقون؟ عادي. بس في حدود وقيم... مو حياة منفتحة بلا حدود.,2017,,,,,
"بنتي خذت الرخصة، وأنا فخور فيها كأنها تخرجت من الجامعة.",2017,,,,,
"تبغين مساواة؟ خذي مسؤولية الحياة كاملة، مو بس حقوق بالقطارة.",2017,,,,,
تبي تسوق؟ طيب متى بتطبخين؟ ولا القيادة صارت أولى من الغداء؟,2017,,,,,
"تطالب بحقوقها؟ خليها تطالب بكل حق، مو بس اللي يعجب الناس.",2017,,,,,
"تطالبون بالقيادة؟ طالبوا بعد بعدم التحرش، هذا أهم.",2017,,,,,
"تمنيت جدتي تشوف هاللحظة، كانت تحلم تسوق زمان.",2017,,,,,
حقوق المرأة مو بس سواقة… حقوقها إنها تُحترم في بيتها أول.,2017,,,,,
دفاعي عن حقوق المرأة ما يعني إني ضد الدين… الدين نفسه أعطى المرأة كرامتها.,2017,,,,,
"زمان كانت المرأة تُمنع، واليوم تُشجَّع… فرق كبير.",2017,,,,,
سواق العائلة بدأ يحدث CV حقه… حاس إن وقته قرب!,2017,,,,,
"شفت بنت تسوق اليوم، حسيت بشيء من الفخر… وأمل.",2017,,,,,
"شفت طالبة جامعة توصل زميلاتها، قلت: هذي هي القيادة الحقيقية.",2017,,,,,
صار الحلم حقيقة… بناتنا يسوقون بكل احترام وثقة.,2017,,,,,
"صار عندنا خيار… مو كل وحدة تسوق، لكن كل وحدة تقدر تسوق إذا احتاجت.",2017,,,,,
صار عندي أمل إن المجتمع فعلاً يتغير لما تتغير نواياه.,2017,,,,,
صار عندي أمل إن بنتي ما راح تعاني مثل ما عانت أمها.,2017,,,,,
صار فيه احترام أكثر لما صار فيه استقلال.,2017,,,,,
"صار فيه طابور بنات في مدرسة القيادة، هذا المشهد لحاله إنجاز!",2017,,,,,
"صارت الوالدة تحسب البنات اللي بيقودون، كأنها تعد أيام رمضان.",2017,,,,,
صديقتي كانت تبكي من الفرحة وهي تمسك رخصتها… شي تاريخي.,2017,,,,,
"عادي تسوقين… بس لا تنسين تفحصين الزيت كل أسبوع، مو تنتظرين الوالد!",2017,,,,,
"في الحارة، البنات يسألون بعض: “وش نوع سيارتك المستقبلية؟” كأنها فستان زواج!",2017,,,,,
"في الحارة، كل بنت تتفاخر بمفتاح السيارة حتى لو ما تعرف تسوق دراجة.",2017,,,,,
"في دول البنات يسوقون من سنين، ومو شايفينهم طالبوا بإلغاء الرجال!",2017,,,,,
"في كل إشارة، أحس بفخر لما أشوف سيدة خلف المقود.",2017,,,,,
في يوم من الأيام كنا نحلم… اليوم نحمي حقنا.,2017,,,,,
